NO,GOVNO,정류장아이디,반대편정류장아이디,목적지방향성사용여부,정류장명(국문),정류장명(영문),경도(X),위도(Y),방향(Degree),주소(국문),주소(영문),구분,사용여부,등록일자,
306,3,가덕문의1,,N,미천3리,Micheon 3-ri,127.498118,36.514059,110,충청북도 청주시 상당구 문의면 문의시내로 8,"8, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
307,3,가덕문의2,,N,남계1리,Namgye 1-ri,127.502391,36.537729,280,충청북도 청주시 상당구 문의면 남계2길 29-2,"29-2, Namgye 2-gil, Munui-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
308,3,가덕문의3,,Y,문의면분회,Mun-uimyeon branch,127.499798,36.515578,25,충청북도 청주시 상당구 문의면 대청호반로 822,"822, Daecheonghoban-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
309,3,가덕문의4,,N,남계3리,Namgye 3-ri,127.491156,36.542914,245,충청북도 청주시 상당구 문의면 남계4길 37,"37, Namgye 4-gil, Munmun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
310,3,가덕문의5,,N,계산1리,Gyesan1li,127.560402,36.552037,105,충청북도 청주시 상당구 가덕면 계산1길 52,"52 Gyesan 1-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
311,3,가덕문의6,,N,계산3리,Gyesan3li,127.561232,36.559701,70,충청북도 청주시 상당구 가덕면 계산3길 10-7,"10-7, Gyesan 3-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
312,3,가덕문의7,,N,노동1리,Nodong 1ri,127.52632,36.551341,30,충청북도 청주시 상당구 가덕면 노동두산길 29,"29 Nodongdusan-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
313,3,가덕문의8,,N,인차2리,Incha 2-ri,127.55979,36.562102,335,충청북도 청주시 상당구 가덕면 계산은행로 15,"15 Gyesaneuneun-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
314,3,가덕문의9,,N,청용2리,Cheongyong 2-ri,127.547727,36.539727,60,충청북도 청주시 상당구 가덕면 청용2길 33,"33, Cheongyong 2-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
315,3,가덕문의10,,N,청용2리(화산),Cheongyong 2-ri(Hwasan),127.542883,36.533821,175,충청북도 청주시 상당구 가덕면 청용1길 46,"46, Cheongyong 1-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
316,3,가덕문의11,,Y,노현1리,Nohyeon 1-ri,127.527096,36.515797,35,충청북도 청주시 상당구 문의면 노현마구로 27,"27, Nohyeonmagu-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
317,3,가덕문의12,,N,상장1리,Sangjang1li,127.51883,36.516728,355,충청북도 청주시 상당구 문의면 상장1길 48-4,"48-4 Sangjang 1-gil, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
318,3,가덕문의13,,N,수곡2리,Sugok 2-ri,127.56764,36.559359,340,충청북도 청주시 상당구 가덕면 수곡길 65,"65, Sugok-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",가상정류장,null,2023-06-27,가덕문의
319,3,가덕문의14,가덕문의18,Y,남계2리,Namgye 2-ri,127.502007,36.543432,165,충청북도 청주시 상당구 문의면 미천고은로 214,"214, Micheongoeun-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
320,3,가덕문의15,가덕문의16,Y,남계1리(항공기술훈련원)[미천1리방면],Namgye 1-ri (Aviation Technical Training Center),127.503249,36.531661,190,충청북도 청주시 상당구 문의면 남계리 554-2,"554-2 Namgye-ri, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
321,3,가덕문의16,가덕문의15,Y,남계1리(항공기술훈련원)[남계1리방면],Namgye 1-ri (Aviation Technical Training Center),127.503499,36.531511,10,충청북도 청주시 상당구 문의면 미천고은로 84,"84, Micheongoeun-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
322,3,가덕문의17,가덕문의19,Y,남계1리[남계2리방면],Namgye 1-ri (to Namgye 2-ri direction),127.50415,36.53817,340,충청북도 청주시 상당구 문의면 남계2길 41,"41, Namgye 2-gil, Munmun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
323,3,가덕문의18,가덕문의14,Y,남계2리[청주시내방면],Namgye 2-ri (to Inside Cheongju),127.502189,36.543473,340,충청북도 청주시 상당구 문의면 남계리 821-1,"821-1 Namgye-ri, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
324,3,가덕문의19,가덕문의17,Y,한옥마을[남계1리(항공기술훈련원)방면],Hanok Village (to Namgye 1-ri),127.50412,36.537357,170,충청북도 청주시 상당구 문의면 남계리 157-5,"157-5 Namgye-ri, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
325,3,가덕문의20,가덕문의27,Y,미천1리[미천6리방면],Micheon 1-ri (to Micheon 6-ri),127.50033,36.522508,230,충청북도 청주시 상당구 문의면 문의시내로 124,"124, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
326,3,가덕문의21,가덕문의26,Y,미천6리[문의초등학교입구방면],Micheon 6-ri (to Munui Elementary School),127.49702,36.52085,200,충청북도 청주시 상당구 문의면 문의시내로 84,"84, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
327,3,가덕문의22,가덕문의25,Y,문의초등학교입구[문의119안전센터방면],Entrance to mun-ui elementary school,127.497125,36.518397,170,충청북도 청주시 상당구 문의면 문의시내로 59,"59, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
328,3,가덕문의23,가덕문의24,Y,문의119안전센터[문의(청남대)방면],Mun-ui119 Safety Center (to Cheongnam University),127.49738,36.51742,170,충청북도 청주시 상당구 문의면 문의시내로 45-1,"45-1 Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
329,3,가덕문의24,가덕문의23,Y,미천2리[문의초등학교입구방면],Micheon 2-ri (to Mun-ui Elementary School),127.497478,36.517379,350,충청북도 청주시 상당구 문의면 문의시내로 46,"46, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
330,3,가덕문의25,가덕문의22,Y,문의초등학교입구[미천방면],Elementary school entrance (to Micheon),127.4973,36.51847,350,충청북도 청주시 상당구 문의면 문의시내로 58,"58, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
331,3,가덕문의26,가덕문의21,Y,미천[미천1구방면],Micheon (to Micheon 1-gu),127.49717,36.52088,20,충청북도 청주시 상당구 문의면 문의시내로 84,"84, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
332,3,가덕문의27,가덕문의20,Y,미천1구[청주시내방면],Micheon 1-gu (to Cheongju City),127.500586,36.522559,50,충청북도 청주시 상당구 문의면 문의시내로 124,"124, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
333,3,가덕문의28,,N,문의종점[미천2리 방면],Mun-ui last stop (to Micheon 2-ri),127.497786,36.515965,350,충청북도 청주시 상당구 문의면 문의시내로 28,"28, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
334,3,가덕문의29,가덕문의30,Y,문의(청남대)[문의문화재단지 방면],Mun-ui (to Mun-ui Cultural Heritage Site),127.497905,36.514165,190,충청북도 청주시 상당구 문의면 문의시내로 9,"9, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
335,3,가덕문의30,가덕문의29,Y,문의(청남대)[문의종점 방면],Mun-ui (Cheongnamdae)(to Mun-ui Terminus),127.497992,36.514128,5,충청북도 청주시 상당구 문의면 문의시내로 10,"10, Munuisinae-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
336,3,가덕문의31,가덕문의32,N,문의문화재단지[대전방면],Mun-ui Cultural Complex (to Daejeon),127.493825,36.510145,110,충청북도 청주시 상당구 문의면 대청호반로 744,"744, Daecheonghoban-ro, Munmun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
337,3,가덕문의32,가덕문의31,Y,문의문화재단지[문의(청남대) 방면],Mun-ui Cultural Complex (to Cheongnamdae),127.49577,36.5104,15,충청북도 청주시 상당구 문의면 대청호반로 752,"752, Daecheonghoban-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
338,3,가덕문의33,가덕문의34,Y,인차1리[매화공원후문방면],Incha 1-ri (to Maehwa Park Back Gate),127.546639,36.550774,170,충청북도 청주시 상당구 가덕면 상장인차로 547,"547 Sangjangincha-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
339,3,가덕문의34,가덕문의33,Y,인차1리[인차방면],Incha 1ri (to Incha),127.546748,36.550786,350,충청북도 청주시 상당구 가덕면 인차길 9-21,"9-21, Incha-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
340,3,가덕문의35,가덕문의36,Y,인차[인차1리방면],Incha (to Incha 1ri),127.54743,36.55322,20,충청북도 청주시 상당구 가덕면 상장인차로 571,"571 Sangjangincha-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
341,3,가덕문의36,가덕문의35,Y,인차[청주시내방면],Incha (to Inside Cheongju),127.547405,36.553558,305,충청북도 청주시 상당구 가덕면 보청대로 4657,"4657, Bocheong-daero, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
342,3,가덕문의37,가덕문의42,Y,상대1리[상대리방면],Sangdae 1 ri (to Sangdae ri),127.51098,36.5503,175,충청북도 청주시 상당구 가덕면 고은두산로 182,"182, Goeundusan-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
343,3,가덕문의38,가덕문의41,Y,상대리[상대방면],Sangdae (to Sangdae),127.516422,36.547153,100,충청북도 청주시 상당구 가덕면 고은두산로 311,"311, Goeundusan-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
344,3,가덕문의39,가덕문의40,Y,상대[노동1리방면],Sangdae (to Nodong 1ri),127.520184,36.547076,80,충청북도 청주시 상당구 가덕면 고은두산로 353,"353, Goeundusan-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
345,3,가덕문의40,가덕문의39,Y,상대리[상대리방면],Sangdae (to Sangdae),127.51984,36.547146,260,충청북도 청주시 상당구 가덕면 상대리 416,"416 Sangdae-ri, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
346,3,가덕문의41,가덕문의38,Y,상대리[상대1리방면],Sangdae (to Sangdae 1 ri),127.516203,36.547282,275,충청북도 청주시 상당구 가덕면 상대1길 1,"1 Sangdae 1-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
347,3,가덕문의42,가덕문의37,Y,상대1리[청주시내방면],Sangdae 1-ri (to Inside Cheongju),127.511056,36.550258,355,충청북도 청주시 상당구 가덕면 고은두산로 182,"182, Goeundusan-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
348,3,가덕문의43,,Y,가덕중학교입구[병암2리방면],Gadeok Middle School Entrance (to Byeongam 2-ri),127.555188,36.567555,55,충청북도 청주시 상당구 남일면 단재로 1185,"1185 Danjae-ro, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
349,3,가덕문의44,,Y,은행1리[청주운전면허시험장 방면],eunhaeng 1-ri (to Driver's License Test Center),127.558741,36.573031,30,충청북도 청주시 상당구 남일면 은행리 311-1,"311-1 Eunhaeng-ri, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
350,3,가덕문의45,,Y,청주운전면허시험장[청주연수원.단재교육연수원 방면],Cheongju Driver's License Test Center,127.566483,36.575475,85,충청북도 청주시 상당구 가덕면 교육원로 131-20,"131-20 Gedukwon-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
351,3,가덕문의46,,Y,청주운전면허시험장[은행1리 방면],Cheongju Driver's License Test Center,127.566828,36.575612,265,충청북도 청주시 상당구 남일면 은행리 566-6,"566-6 Eunhaeng-ri, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
352,3,가덕문의47,,Y,은행1리[은행1리 방면],Eunhaeng 1-ri (to Eunhaeng 1-ri),127.565251,36.575514,260,충청북도 청주시 상당구 남일면 교육원로 113,"113, Gukyuwon-ro, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
353,3,가덕문의48,,Y,은행1리[은행1리 방면],Eunhaeng 1-ri (to Eunhaeng 1-ri),127.55867,36.57325,210,충청북도 청주시 상당구 남일면 교육원로 51,"51, Gukyuwon-ro, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
354,3,가덕문의49,,Y,은행2리.농골마을앞[은행1리 방면],"Eunhaeng 2-ri, in front of Nonggool Village",127.555155,36.567814,240,충청북도 청주시 상당구 남일면 단재로 1185,"1185 Danjae-ro, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
357,3,가덕문의52,가덕문의55,Y,문주1리[문주2리.황청리방면],Munju 1-ri (to Munju 2-ri. Hwangcheong-ri),127.560787,36.577192,30,충청북도 청주시 상당구 남일면 문주1길 3,"3, Munju 1-gil, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
358,3,가덕문의53,가덕문의54,Y,문주2리.황청리[한계1리방면],"Munju 2-ri, Hwangcheong-ri (to Hangye 1-ri)",127.560705,36.586513,15,충청북도 청주시 상당구 남일면 문주2길 2,"2, Munju 2-gil, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
359,3,가덕문의54,가덕문의53,Y,문주2리.황청리[문주1리방면],"Munju 2-ri, Hwangcheong-ri (to Munju 1-ri)",127.560597,36.586623,200,충청북도 청주시 상당구 남일면 문주2길 2,"2, Munju 2-gil, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
360,3,가덕문의55,가덕문의52,Y,문주1리[은행1리방면],Munju 1-ri (to Ginkgo 1-ri),127.560641,36.577287,200,충청북도 청주시 상당구 남일면 문주1길 3,"3, Munju 1-gil, Namil-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
361,3,가덕문의56,가덕문의58,Y,가덕면삼항1리[상장방면],Gadeok-myeon Samhang 1-ri (to Sangjang),127.52125,36.529943,230,충청북도 청주시 상당구 가덕면 상장인차로 151-2,"151-2 Sangjangincha-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
362,3,가덕문의57,,N,삼항리(삼항2구 마을회관)[행정리방면],Samhang-ri (Samhang 2-gu Village Hall),127.51841,36.532749,40,충청북도 청주시 상당구 가덕면 삼항상대로 50-1,"50-1, Samhangsang-daero, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
363,3,가덕문의58,가덕문의56,Y,삼항1리[행정리방면],Samhang 1-ri (to administrative ri),127.521036,36.52973,65,충청북도 청주시 상당구 가덕면 상장인차로 151-1,"151-1 Sangjangincha-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
364,3,가덕문의59,,N,삼항리[삼향1리방면],Samhang-ri (to Samhyang 1-ri),127.51813,36.53268,215,충청북도 청주시 상당구 가덕면 삼항리 343-3,"343-3 Samhang-ri, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
365,3,가덕문의60,가덕문의63,Y,상장[상장1리방면],Sangjang(to Sangjang1ri),127.513214,36.518454,100,충청북도 청주시 상당구 문의면 상장인차로 8,"8 Sangjangincha-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
366,3,가덕문의61,가덕문의62,N,상장1리.의성골[상장1리마을회관방면],Sangjang 1-ri Uiseonggol (to Sangjang 1-ri),127.519137,36.515417,75,충청북도 청주시 상당구 문의면 상장리 151-3,"151-3 Sangjang-ri, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
367,3,가덕문의62,가덕문의61,N,상장1리.의성골[상장1리방면],Sangjang 1-ri. Uiseonggol (to Sangjang 1-ri),127.519124,36.515536,210,충청북도 청주시 상당구 문의면 상장리 151-3,"151-3 Sangjang-ri, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
368,3,가덕문의63,가덕문의60,Y,상장[미천리방면],Sangjang(to Micheon-ri),127.513316,36.518575,10,충청북도 청주시 상당구 문의면 상장인차로 8,"8 Sangjangincha-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
369,3,가덕문의64,가덕문의65,Y,상장1리[노현1리 방면],Sangjang 1-ri (to Nohyeon 1-ri),127.518249,36.514544,105,충청북도 청주시 상당구 문의면 상장1길 62,"62 Sangjang 1-gil, Munmun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
370,3,가덕문의65,가덕문의64,Y,상장1리[상장방면],Sangjang 1 Lee (to Sangjang),127.518592,36.514577,285,충청북도 청주시 상당구 문의면 상장리 산14-9,"San 14-9 Sangjang-ri, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
371,3,가덕문의66,가덕문의68,Y,계산3리[인차2리 방면],Gyesan 3-ri (to Incha 2-ri),127.56005,36.56032,215,충청북도 청주시 상당구 가덕면 계산3길 8,"8 Gyesan 3-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
372,3,가덕문의67,가덕문의108,Y,계산1리[인차2리 방면],Gyesan 1-ri (to Incha 2-ri),127.55507,36.55282,30,충청북도 청주시 상당구 가덕면 인차시동로 20,"20, Inchasidong-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
373,3,가덕문의68,가덕문의66,Y,계산3리[가덕중학교 방면],Gyesan 3-ri (to Gadeok Middle School),127.560039,36.560076,35,충청북도 청주시 상당구 가덕면 계산3길 8,"8 Gyesan 3-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
374,3,가덕문의69,가덕문의70,Y,피반령입구,Pibanryeong Entrance,127.558039,36.544392,50,충청북도 청주시 상당구 가덕면 보청대로 4483,"4483 Bocheong-daero, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
375,3,가덕문의70,가덕문의69,Y,피반령입구[인차2리방면],Pibanryeong Entrance (to Incha 2-ri),127.55835,36.54477,235,충청북도 청주시 상당구 가덕면 보청대로 4483,"4483 Bocheong-daero, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
376,3,가덕문의71,가덕문의76,Y,시동리[가덕면수곡2리 방면],Sisi-ri (to Gadeok-myeonsugok 2-ri),127.56562,36.566203,215,충청북도 청주시 상당구 가덕면 수곡리 378,"378 Sugok-ri, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
377,3,가덕문의72,가덕문의75,N,가덕면수곡2리[가덕중학교 방면],Gadeok-myeon Sugok 2-ri (to GadeokMiddleSchool),127.56318,36.5636,215,충청북도 청주시 상당구 가덕면 인차시동로 175,"175, Inchasidong-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
378,3,가덕문의73,가덕문의74,Y,가덕중학교[계산3리 방면],Gadeok Middle School (to Gyesan 3-ri),127.561874,36.562242,215,충청북도 청주시 상당구 가덕면 인차시동로 159,"159, Inchasidong-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
379,3,가덕문의74,가덕문의73,Y,가덕중학교[시동리 방면],Gadeok Middle School (to Sidong-ri),127.561877,36.562057,35,충청북도 청주시 상당구 가덕면 인차시동로 159,"159, Inchasidong-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
380,3,가덕문의75,가덕문의72,Y,시동리[시동리 방면],Sidong-ri (to Si-dong-ri),127.56328,36.56355,35,충청북도 청주시 상당구 가덕면 인차시동로 175,"175, Inchasidong-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
381,3,가덕문의76,가덕문의71,Y,시동리[시동리 방면],Sidong-ri (to Si-dong-ri),127.565698,36.566104,35,충청북도 청주시 상당구 가덕면 인차시동로 212,"212 Inchasidong-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
382,3,가덕문의77,가덕문의80,N,내암리마을회관[퉁점방면],Naeam-ri Village Hall [To Tungjeom],127.59673,36.56985,225,충청북도 청주시 상당구 가덕면 금거내암로 174,"174, Geumgeonaeam-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2024-03-27,가덕문의
383,3,가덕문의78,가덕문의79,N,퉁점,Tungjeom,127.58799,36.56234,245,충청북도 청주시 상당구 가덕면 금거내암로 308,"308, Geumgeonaeam-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
384,3,가덕문의79,가덕문의78,N,퉁점[내암리방면],Tungjeom (to Naeam-ri),127.58804,36.56224,70,충청북도 청주시 상당구 가덕면 금거내암로 308,"308, Geumgeonaeam-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
385,3,가덕문의80,가덕문의77,N,내암리마을회관[금거리방면],Naeam-ri Village Hall [To Geumgeori],127.59678,36.56977,35,충청북도 청주시 상당구 가덕면 금거내암로 174,"174, Geumgeonaeam-ro, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
386,3,가덕문의81,가덕문의84,Y,상야리[상야2리방면],Sangyari(to Sangya 2ri),127.56277,36.59123,35,충청북도 청주시 상당구 가덕면 상야길 24,"24, Sangya-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
387,3,가덕문의82,가덕문의83,Y,상야2리[한계1리 방면],Sangya 2-ri (to Marginal 1-ri),127.564551,36.594628,25,충청북도 청주시 상당구 가덕면 상야길 62,"62, Sangya-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
388,3,가덕문의83,가덕문의82,Y,상야2리[상야리 방면],Sangya 2-ri (to Sangya-ri),127.56417,36.59409,205,충청북도 청주시 상당구 가덕면 상야길 62,"62, Sangya-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
389,3,가덕문의84,가덕문의81,Y,상야리[상야2리 방면],Sangyari (to Sangya 2-ri),127.56268,36.5913,205,충청북도 청주시 상당구 가덕면 상야길 23,"23, Sangya-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
390,3,가덕문의85,,Y,상야1리[미륵사입구 방면],Sangya 1-ri (to Mireuksa Temple Entrance),127.576733,36.586082,130,충청북도 청주시 상당구 가덕면 상야1길 394-5,"394-5 Sangya 1-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
391,3,가덕문의86,가덕문의126,Y,한계1리[상야2리 방면],hangye 1ri (to Sangya 2ri),127.564879,36.595462,180,충청북도 청주시 상당구 가덕면 한계1길 6,"6, Hangye 1-gil, Gadeok-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
392,3,가덕문의87,가덕문의96,Y,노현1리[노현1리마을회관방면],Nohyeon 1-ri (to Nohyeon 1-ri Village Hall),127.525437,36.513795,130,충청북도 청주시 상당구 문의면 회남문의로 1639-3,"1639-3 Hoenammunui-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
401,3,가덕문의96,가덕문의87,Y,노현1리[상장1리 방면],Nohyeon 1-ri (to Sangjang 1-ri),127.525701,36.513941,275,충청북도 청주시 상당구 문의면 회남문의로 1656,"1656 Hoenammunui-ro, Mumun-myeon, Sangdang-gu, Cheongju-si, Chungcheongbuk-do",기존정류장,null,2023-06-27,가덕문의
